FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
1614,1702618.254,3932802.507,172.6667,27.9325,15.9571,1.1182,46.2335,10.0426,0.0021,15.7309,16.5603,30.6667,0.0245,0.0213,718.0708,0.0116,1.6308,359.0354,1.5667,2080.5069,1068.0565,0.0014,0.0464,707.8894,0.0064,0.0043,
1615,1712051.252,3932398.254,90,24.1661,12.4336,0.8477,36.6859,9.6031,-0.0365,17.278,6.9035,11,-0.0165,0.0144,559.5099,0.0222,2.115,279.755,2.0107,1650.8658,435.9972,0.0035,0.0486,777.5082,0.0123,-0.073,
1616,1713647.125,3932524.756,121.3333,31.4784,8.5125,0.6965,27.0924,6.0587,0.0036,9.9294,8.4916,23.3333,0.0073,0.003,383.0617,0.0165,3.1155,191.5309,2.9369,1219.1578,404.1079,0.0017,0.077,446.825,0.0092,0.0072,
1617,1731534.999,3932509.75,108,25.7811,16.554,2.2363,46.4797,10.8625,-0.0091,15.345,17.0733,15.6667,0.0038,0.0093,744.9294,0.0185,1.5688,372.4647,1.5102,2091.5884,692.3523,0.0024,0.0429,690.5255,0.0103,-0.0182,
1618,1736391.724,3932388.043,201,75.5292,19.3101,3.2866,56.19,13.4156,0.011,18.6496,19.4267,20.3333,0.0373,0.0189,868.9545,0.01,1.3308,434.4772,1.2947,2528.5478,1495.5037,0.0019,0.0348,839.2317,0.0055,0.022,
1619,1685657.75,3932468,112,15.7692,13.5976,2.0381,46.285,8.9685,0.0093,14.366,11.5802,16.3333,0.0184,0.0086,611.8905,0.0179,1.9278,305.9453,1.8386,2082.826,592.4541,0.0025,0.052,646.4683,0.0099,0.0186,
1620,1702385.748,3932662.002,196.6667,70.2203,14.9285,0.5296,38.1494,9.4189,0.0077,13.5597,16.1044,26,0.0152,0.0067,671.784,0.0102,1.749,335.892,1.6746,1716.7217,1139.942,0.0014,0.0495,610.1863,0.0056,0.0153,
1621,1728187.5,3932502.761,92.6667,9.6724,11.89,1.0446,38.7055,8.2794,0.0045,9.177,13.4027,17.6667,0.008,0.0034,535.0487,0.0216,2.2147,267.5244,2.1026,1741.747,429.5786,0.0021,0.0563,412.9671,0.012,0.0091,
1622,1686776.123,3932418.503,70.3333,4.0277,11.4591,1.1574,39.3352,8.2962,0.0192,7.9513,14.4694,16,0.0213,0.0016,515.6614,0.0284,2.3004,257.8307,2.1817,1770.0837,314.3939,0.0025,0.0562,357.8079,0.0158,0.0383,
1623,1716216.377,3932649.002,119.3333,30.2141,10.9189,0.4206,34.0194,6.6015,-0.0029,11.3867,11.7722,27,0.0068,0.0087,491.3507,0.0168,2.4172,245.6754,2.2896,1530.8747,508.5912,0.0015,0.0706,512.4003,0.0093,-0.0059,1.4863
1624,1717249.373,3932545.5,163.3333,42.6015,13.3534,1.6621,47.6904,8.6661,-0.0119,16.7651,12.1351,29,-0.0013,0.0143,600.9013,0.0122,1.9644,300.4507,1.8722,2146.0694,848.7634,0.0015,0.0538,754.4295,0.0068,-0.0239,
1625,1720199.5,3932459.25,169.3333,44.2518,13.3808,1.6858,42.0184,10.0387,0.0031,12.446,12.2761,29,0.0098,0.0072,602.1363,0.0118,1.9603,301.0682,1.8683,1890.83,881.718,0.0015,0.0465,560.0706,0.0066,0.0062,
1626,1733665.75,3932399,109,7.2572,14.952,3.2618,42.7082,9.4836,0.0101,15.6395,14.0649,18,0.0246,0.0132,672.8386,0.0183,1.7461,336.4193,1.672,1921.868,632.7676,0.0023,0.0492,703.7776,0.0102,0.0202,
1627,1684480.623,3932430.25,131.3333,17.1529,15.7348,1.7389,45.8559,11.2136,-0.0095,17.6763,16.1702,20.6667,-0.0016,0.0058,708.0677,0.0152,1.6551,354.0339,1.5888,2063.5139,801.3539,0.0018,0.0416,795.4342,0.0085,-0.019,
1628,1695709.372,3932941.249,175.6667,24.3903,10.4086,1.0703,44.4,8.0062,0.0068,8.2341,13.7431,52.6667,0.0073,0.0005,468.3879,0.0114,2.5386,234.194,2.4019,1997.9992,714.0868,0.0009,0.0582,370.5342,0.0063,0.0136,
1629,1704501.377,3932397.506,68,35.5622,7.5503,1.9806,34.7026,7.0456,0.0029,11.8444,5.2586,15,0.0198,0.0123,339.7632,0.0294,3.5181,169.8816,3.3111,1561.6154,201.0365,0.0024,0.0662,532.998,0.0163,0.0058,
1630,1730655.125,3932240.25,35.3333,3.0912,8.3882,2.5879,33.6901,5.9312,-0.0031,9.5037,7.572,6.6667,0.0045,0.0107,377.4675,0.0566,3.1623,188.7337,2.9804,1516.053,115.9736,0.0051,0.0786,427.6662,0.0314,-0.0062,2.9355
1631,1693919.251,3932358.255,107.3333,18.9268,10.3242,1.5998,31.6108,7.6735,-0.0058,11.1784,9.6737,24,-0.0038,0.0021,464.5897,0.0186,2.5598,232.2948,2.4215,1422.4855,432.8115,0.0019,0.0608,503.0268,0.0104,-0.0116,
1632,1701603.625,3932519.5,147.3333,30.401,12.1436,0.5455,45.7114,8.8691,-0.0075,10.7983,14.7158,24.3333,0.0069,0.0104,546.4622,0.0136,2.1671,273.2311,2.0587,2057.012,697.3522,0.0016,0.0526,485.9232,0.0075,-0.0149,
1633,1704209.123,3932221.25,98.3333,12.7105,11.9357,0.8724,52.8925,11.7225,-0.0257,20.4077,2.8013,11,-0.0072,0.0178,537.1074,0.0203,2.206,268.5537,2.0946,2380.1622,457.5764,0.0037,0.0398,918.3468,0.0113,-0.0514,
1634,1706696.248,3932637.752,151.3333,20.4179,12.912,2.5037,37.6673,8.4427,-0.0012,12.6266,11.9151,34,0.0049,0.0043,581.0408,0.0132,2.034,290.5204,1.9362,1695.03,760.8628,0.0013,0.0552,568.1973,0.0073,-0.0024,
1635,1714558.5,3932278.75,117.6667,18.3727,9.7303,0.9071,28.5024,5.9433,-0.0051,11.5359,7.417,20.6667,0.0019,0.0053,437.8629,0.017,2.7194,218.9314,2.5693,1282.607,447.455,0.0021,0.0785,519.1137,0.0094,-0.0101,
1636,1728466.75,3932197.994,58.3333,8.34,11.8432,1.6013,28.4283,7.851,0.0091,10.6526,9.0427,7,0.0711,0.0473,532.9457,0.0343,2.2237,266.4728,2.1109,1279.2745,269.3705,0.0046,0.0594,479.3665,0.019,0.0183,
1637,1732405.498,3932234.495,81.3333,7.5865,16.3499,2.6354,38.2776,9.3469,-0.0008,12.8097,19.4346,11.6667,0.0198,0.015,735.7451,0.0246,1.5895,367.8726,1.5291,1722.4899,515.1493,0.0037,0.0499,576.4368,0.0137,-0.0015,
1638,1732713.126,3932463.495,81.3333,14.3836,10.893,1.7054,35.1249,7.5417,-0.0005,8.7175,12.496,18.3333,0.0077,0.0063,490.183,0.0246,2.4231,245.0915,2.2951,1580.6185,345.8237,0.0021,0.0618,392.2855,0.0137,-0.0011,
1639,1680538.453,3932509.05,111,9.4163,9.4338,0.5214,31.6216,6.5024,0.014,9.0754,9.3547,21,0.0261,0.0088,424.5229,0.018,2.8064,212.2614,2.65,1422.9712,409.3618,0.002,0.0717,408.3946,0.01,0.028,
1640,1686369.5,3932305.757,81,34.7659,9.6331,2.2262,29.7692,6.8915,-0.0128,10.3844,6.6532,14.3333,-0.0025,0.0073,433.4909,0.0247,2.7473,216.7454,2.5952,1339.6137,304.9751,0.0026,0.0677,467.3,0.0137,-0.0256,
1641,1692279.753,3932484.248,126.3333,34.8361,8.8464,0.8007,25.971,5.9244,0.009,10.7292,8.0314,29,0.0143,0.0043,398.0884,0.0158,2.9961,199.0442,2.826,1168.6963,437.1374,0.0014,0.0787,482.8155,0.0088,0.0179,
1642,1694442.498,3932445.495,115.3333,28.2882,12.7341,1.1839,44.6519,7.6515,0.0147,12.424,13.9303,19,0.0213,0.0058,573.0364,0.0173,2.0634,286.5182,1.9632,2009.3338,572.0093,0.002,0.0609,559.0818,0.0096,0.0294,
1643,1703907.5,3932239.246,112,24.779,15.6657,0.6455,49.0463,12.241,0.0022,16.8404,7.4265,13,0.0167,0.0169,704.9558,0.0179,1.6628,352.4779,1.5958,2207.0842,680.46,0.0032,0.0381,757.8186,0.0099,0.0044,
1644,1706237.372,3932609.25,162.3333,15.9652,13.1344,1.9991,41.3735,8.266,-0.0037,13.1241,12.2642,38,0.0029,0.0047,591.0461,0.0123,1.9984,295.523,1.9034,1861.809,829.9769,0.0011,0.0564,590.5842,0.0068,-0.0073,
1645,1719049.623,3932173.253,124.3333,57.5635,11.8027,2.6607,40.5968,8.207,-0.0007,12.1631,10.3047,15.6667,0.0151,0.0143,531.1201,0.0161,2.2316,265.56,2.1182,1826.8559,572.2052,0.0026,0.0568,547.338,0.0089,-0.0014,
1646,1721052.129,3932308.253,132.6667,30.0703,12.9263,1.8936,48.7726,10.7422,-0.0196,18.9838,5.4072,20.3333,-0.005,0.0127,581.6842,0.0151,2.0317,290.8421,1.934,2194.7684,667.738,0.002,0.0434,854.2728,0.0084,-0.0392,
1647,1729639.375,3932231.004,96,11.7757,12.5688,0.4088,36.8905,7.7514,-0.0272,13.3864,10.6717,10,-0.0214,0.0043,565.5971,0.0208,2.0915,282.7985,1.989,1660.0741,470.0423,0.0035,0.0602,602.3871,0.0116,-0.0543,
1648,1690054.504,3932269.498,105,16.3299,9.6992,0.6007,30.2905,6.3953,0.0039,10.0806,9.1759,23.3333,0.0129,0.007,436.4622,0.019,2.7283,218.2311,2.5775,1363.0737,398.022,0.0015,0.0729,453.6277,0.0106,0.0077,
1649,1690577.375,3932103.506,75.6667,13.0213,14.2753,2.0824,32.45,8.7513,0.0033,11.7568,13.2723,6.6667,0.0366,0.0301,642.3868,0.0264,1.8327,321.1934,1.7513,1460.2484,419.8035,0.0051,0.0533,529.0544,0.0147,0.0066,
1650,1695697.497,3932183.747,112,23.2522,13.2247,2.0685,45.7638,9.6305,-0.0043,10.3793,14.8685,20,0.0132,0.0196,595.1113,0.0179,1.9843,297.5557,1.8904,2059.3702,576.5016,0.0021,0.0484,467.0672,0.0099,-0.0086,
1651,1696410.248,3932275.004,107.3333,21.746,14.6011,0.9963,51.1685,10.0008,-0.0039,10.9687,14.6517,10.3333,0.0059,0.0099,657.0496,0.0186,1.79,328.5248,1.7122,2302.5842,608.7925,0.0033,0.0466,493.5902,0.0104,-0.0078,
1652,1696610.506,3932128.506,87,19.8662,14.5339,1.6074,32.9017,9.2013,0.0045,14.3143,14.0076,7,0.0766,0.0547,654.0234,0.023,1.7987,327.0117,1.7201,1480.5746,491.2385,0.0047,0.0507,644.1442,0.0128,0.0089,
1653,1701094.624,3932438.25,131,51.7494,11.533,2.0082,41.2829,7.7896,-0.0097,13.1234,9.8872,24.6667,0.0014,0.0117,518.984,0.0153,2.2852,259.492,2.1677,1857.7295,589.2994,0.0016,0.0599,590.5535,0.0085,-0.0193,
1654,1731127.875,3932321.25,126.3333,41.3468,16.6578,2.7563,46.1032,11.1313,-0.0021,19.0984,16.0909,15.6667,0.0089,0.0101,749.6026,0.0158,1.5585,374.8013,1.5008,2074.6462,814.8185,0.0024,0.0419,859.4273,0.0088,-0.0042,
1655,1735929.567,3932297.99,240,64.4101,16.9915,2.1778,51.2062,11.4394,-0.0078,13.3749,18.5309,37,0.0034,0.0101,764.6176,0.0083,1.526,382.3088,1.4713,2304.2788,1578.0413,0.0012,0.0408,601.8691,0.0046,-0.0156,
1656,1687434.747,3932645.5,85,5.099,9.5897,0.5185,31.6647,6.7327,0.0016,9.7344,8.8429,36,0.0073,0.0047,431.5382,0.0235,2.76,215.7691,2.607,1424.9137,318.6075,0.0012,0.0693,438.046,0.0131,0.0032,
1657,1688027.878,3932294.495,97.6667,25.9015,10.4504,1.2265,35.0904,6.8319,0.004,11.4428,7.9814,19.3333,0.0208,0.0128,470.2685,0.0205,2.5282,235.1343,2.3923,1579.0664,398.5924,0.0019,0.0683,514.9261,0.0114,0.008,
1658,1694808.75,3932354.253,115,31.8224,12.3816,1.1604,38.4772,8.3106,0.0153,10.8049,13.0969,20.3333,0.0282,0.0108,557.172,0.0174,2.1241,278.586,2.0191,1731.473,554.816,0.002,0.0561,486.2216,0.0097,0.0306,
1659,1709631.623,3932154.005,54.6667,33.0891,7.4744,2.2867,38.2608,8.0829,-0.0367,14.0255,3.1005,9.6667,-0.0137,0.0164,336.3464,0.0366,3.5542,168.1732,3.3448,1721.7381,160.0016,0.0037,0.0577,631.1494,0.0203,-0.0734,
1660,1734088.377,3932200.746,101.3333,19.1543,12.0188,1.6784,38.6727,8.2618,-0.0131,10.6969,11.6787,11.3333,0.0085,0.0153,540.8452,0.0197,2.1903,270.4226,2.0801,1740.2726,474.7697,0.0031,0.0564,481.3584,0.011,-0.0262,
1661,1734389.75,3932209.992,86.6667,49.3581,12.2643,0.9555,32.9202,7.8691,0.0049,13.7886,11.405,13.6667,0.0112,0.0057,551.8929,0.0231,2.1451,275.9464,2.0384,1481.408,414.2216,0.0029,0.0593,620.487,0.0128,0.0098,
1662,1690918.003,3932273.75,82.3333,31.6263,8.5071,3.1306,28.2549,5.7293,0.0166,8.2178,7.7814,15.3333,0.0375,0.0163,382.8182,0.0243,3.1175,191.4091,2.9387,1271.4716,274.043,0.0025,0.0814,369.8026,0.0135,0.0333,
1663,1703237.998,3932382.75,211.3333,21.3125,17.0365,1.9654,47.2821,11.0856,0.0013,17.1776,14.2444,26,0.0123,0.0089,766.6426,0.0095,1.5218,383.3213,1.4674,2127.6927,1393.1241,0.0016,0.0421,772.9908,0.0053,0.0025,
1664,1722419.125,3932094.744,75,29.7433,15.9625,4.7676,48.3249,11.0808,0.0197,17.6796,11.4293,6.3333,0.0593,0.0389,718.3112,0.0267,1.6302,359.1556,1.5662,2174.6193,464.0754,0.0051,0.0421,795.5832,0.0148,0.0393,
1665,1728692.623,3932323.248,99.3333,28.1938,11.8747,2.4988,37.3268,7.7708,-0.0081,11.7612,10.1273,17,-0.0016,0.0069,534.361,0.0201,2.2176,267.1805,2.1053,1679.7041,459.9001,0.0019,0.06,529.2524,0.0112,-0.0162,
1666,1730826.75,3932134.996,67,19.9499,10.5573,2.0668,44.7326,7.3037,-0.0021,10.7013,9.356,10,0.0031,0.0038,475.0768,0.0299,2.502,237.5384,2.368,2012.9687,276.2013,0.0033,0.0638,481.5583,0.0166,-0.0042,
1667,1688610.121,3932140.5,83.3333,14.8174,12.0567,1.3722,42.0698,9.9292,-0.0072,11.8977,10.9781,10.6667,0.0084,0.0186,542.5531,0.024,2.1832,271.2765,2.0735,1893.1395,391.6503,0.0033,0.047,535.3968,0.0133,-0.0144,
1668,1691335.252,3932154.247,111.3333,36.2338,12.5527,1.319,39.7456,9.3748,0.0053,11.4624,9.1818,12,0.0161,0.0079,564.8737,0.018,2.0943,282.4368,1.9916,1788.5539,544.4325,0.0026,0.0497,515.8094,0.01,0.0106,
1669,1700579.251,3932161.995,127.3333,27.6204,10.9822,0.4793,45.7895,8.6454,0.0112,9.6157,11.0708,17.6667,0.0451,0.0244,494.1976,0.0157,2.4029,247.0988,2.2764,2060.5295,545.7925,0.0021,0.0539,432.707,0.0087,0.0225,
1670,1715077,3932422.248,121.3333,55.3554,9.721,1.6326,31.6805,6.5569,-0.0015,10.1352,8.7689,25.6667,0.0058,0.0074,437.4453,0.0165,2.722,218.7226,2.5718,1425.6244,460.9626,0.0016,0.0711,456.0854,0.0092,-0.0029,
1671,1727403,3932166.994,114.6667,31.5841,9.5983,1.6625,37.6923,7.5671,-0.0019,9.2629,9.8717,27.3333,0.0082,0.0091,431.9249,0.0174,2.7575,215.9624,2.6046,1696.1544,430.1893,0.0015,0.0616,416.8301,0.0097,-0.0038,
1672,1729042,3932383,118.3333,20.9497,10.8915,2.3224,32.8378,7.7072,-0.0079,11.3169,8.9286,22.6667,-0.0036,0.005,490.1173,0.0169,2.4234,245.0586,2.2954,1477.7019,503.0785,0.0018,0.0605,509.2595,0.0094,-0.0158,
1673,1730194.503,3932210.497,85.3333,25.3158,9.4644,1.0262,25.7228,6.9799,0.0086,11.271,9.6171,20,0.0182,0.0068,425.8983,0.0234,2.7972,212.9492,2.6415,1157.5254,315.715,0.0021,0.0668,507.1941,0.013,0.0172,
1674,1732002.25,3931981,62,17.9072,14.5079,1.1382,34.8174,8.805,0.0215,10.3946,13.6543,3.6667,0.0468,0.0287,652.8566,0.0323,1.802,326.4283,1.7232,1566.7823,349.4669,0.0069,0.053,467.7558,0.0179,0.0431,
1675,1681204.449,3932297.869,139.6667,38.6638,12.1102,0.6748,37.695,7.7881,-0.0071,14.9296,8.2121,15.3333,-0.002,0.0068,544.9593,0.0143,2.1732,272.4796,2.0644,1696.2746,659.2737,0.0024,0.0599,671.8323,0.008,-0.0142,
1676,1702502.375,3932066.003,166,66.1261,17.7541,0.8684,46.7339,11.5097,0.004,15.1796,15.9947,16,0.0182,0.011,798.9342,0.012,1.4564,399.4671,1.4081,2103.0257,1138.9223,0.0023,0.0405,683.081,0.0067,0.0079,
1677,1682903.503,3932169.002,183,33.892,13.0747,1.0166,42.102,9.9901,0.0082,10.8296,14.6055,31.3333,0.0137,0.0072,588.3635,0.0109,2.0078,294.1817,1.9121,1894.5907,931.4689,0.0015,0.0467,487.3319,0.0061,0.0164,
1678,1707663.251,3932152.5,117.3333,17.6131,9.6194,1.8782,25.7213,5.9835,-0.0006,9.8194,8.5023,21.6667,0.0162,0.0122,432.8744,0.017,2.7513,216.4372,2.5989,1157.4607,441.1523,0.0022,0.0779,441.8726,0.0095,-0.0013,
1679,1715966.628,3932163.997,106.3333,50.2284,11.6563,0.7211,26.6512,6.8885,-0.0129,14.2853,8.8122,17,0.0001,0.0113,524.5335,0.0188,2.2604,262.2667,2.1448,1199.3062,483.3816,0.0024,0.0677,642.8398,0.0104,-0.0258,
1680,1732243.998,3932077.004,92,25.1529,12.2526,2.2203,37.4783,7.8244,-0.0154,11.9295,11.0239,13.3333,-0.0078,0.0074,551.3663,0.0217,2.1472,275.6832,2.0404,1686.5214,439.2991,0.0028,0.0596,536.8257,0.0121,-0.0308,
1681,1687679.377,3932102.25,99,10.6145,15.2635,1.3227,41.6743,10.51,-0.0094,11.6552,16.61,15.6667,0.0021,0.009,686.8581,0.0202,1.7088,343.429,1.6379,1875.3415,586.4088,0.0024,0.0444,524.4834,0.0112,-0.0189,
1682,1691937.754,3932233.75,146.6667,36.6454,9.014,0.4338,38.566,6.5398,0.0034,10.5079,9.2739,27.3333,0.0219,0.014,405.6295,0.0136,2.9395,202.8147,2.7735,1735.47,517.0295,0.0016,0.0713,472.8545,0.0076,0.0068,
1683,1699003.5,3932123,78.6667,26.7374,6.8731,1.0054,24.1646,5.2727,0.0083,8.1117,6.4698,20,0.0133,0.0035,309.2903,0.0254,3.8686,154.6451,3.6374,1087.4057,211.8177,0.0021,0.0884,365.0255,0.0141,0.0165,
1684,1722952.997,3932113,140,58.9293,15.0895,2.6733,43.1388,10.5341,0.0143,11.7906,16.5542,21.6667,0.0363,0.0161,679.0286,0.0143,1.7295,339.5143,1.6568,1941.2478,820.0331,0.0018,0.0443,530.5767,0.0079,0.0286,
1685,1723467.376,3931986,130,32.7821,12.2394,0.2884,42.9979,10.0918,-0.0089,10.4508,12.1049,21.3333,0.0163,0.0233,550.7732,0.0154,2.1496,275.3866,2.0426,1934.9046,620.0911,0.0018,0.0462,470.2864,0.0085,-0.0178,
1686,1724540.999,3932266.75,119.6667,16.4181,9.7701,1.2788,31.6216,7.877,0.0003,8.7142,10.1147,33.6667,0.0107,0.0083,439.6545,0.0167,2.7081,219.8273,2.5588,1422.9703,456.9044,0.0012,0.0592,392.1376,0.0093,0.0006,
1687,1731816.501,3932292,129,25.6645,13.4703,1.623,41.4552,9.5679,0.001,13.7975,11.5577,34.6667,0.0053,0.003,606.1645,0.0155,1.9468,303.0823,1.8559,1865.4854,676.1132,0.0012,0.0487,620.8863,0.0086,0.0021,
1688,1689490.5,3932014.506,94.6667,21.5458,8.1646,0.9029,28.1428,5.469,-0.0057,11.0301,6.4082,16.6667,0,0.008,367.4068,0.0211,3.2502,183.7034,3.062,1266.4263,302.4969,0.0024,0.0853,496.3532,0.0117,-0.0115,
1689,1698314.374,3932306.245,109.6667,36.9354,7.3517,0.9261,33.6222,5.6344,0.008,9.0005,7.3798,20,0.022,0.01,330.8262,0.0182,3.6142,165.4131,3.4006,1512.9985,315.74,0.0019,0.0828,405.0218,0.0101,0.016,
1690,1705506.002,3932279,165,61.259,9.5109,2.5877,35.7295,7.8556,-0.0003,11.3202,5.109,33.6667,0.0036,0.0034,427.9889,0.0121,2.7833,213.9945,2.6286,1607.8272,613.4336,0.0012,0.0594,509.4074,0.0067,-0.0005,
1691,1712587.25,3932237.252,115,33.5361,9.0674,0.2053,35.6604,6.4948,0.001,8.3083,6.9871,23.6667,0.006,0.0043,408.0322,0.0174,2.9219,204.0161,2.7571,1604.7162,407.7794,0.0016,0.0718,373.8754,0.0097,0.002,
1692,1682457.376,3932126.758,129.3333,22.4252,14.3812,1.5857,41.9544,9.0531,0.0065,14.6451,14.8761,20.3333,0.0115,0.0061,647.1534,0.0155,1.8186,323.5767,1.7384,1887.9477,722.762,0.0021,0.0515,659.0316,0.0086,0.013,
1693,1688955.122,3932031,114.6667,27.0473,13.1924,1.5261,44.7223,9.0428,-0.0155,13.4976,10.497,18,-0.01,0.0041,593.6589,0.0174,1.9893,296.8294,1.895,2012.502,588.8129,0.0021,0.0516,607.3925,0.0097,-0.031,
1694,1690644.25,3931905.747,79.6667,7.3182,12.753,2.1708,33.6876,7.1193,-0.0122,10.3743,12.5967,13.3333,-0.0106,0.0011,573.8862,0.0251,2.0603,286.9431,1.9603,1515.9412,395.6925,0.0028,0.0655,466.8421,0.0139,-0.0243,
1695,1698870.626,3932416.5,117.3333,27.6325,7.5472,0.4852,35.6922,5.9272,-0.0059,7.3735,9.3905,36,0.0024,0.0108,339.6224,0.017,3.5196,169.8112,3.3125,1606.1505,346.7436,0.0012,0.0787,331.8071,0.0095,-0.0118,
1696,1701442.877,3931955.747,127.3333,25.7725,13.9162,1.218,40.8779,8.7295,-0.0022,14.3821,12.1565,13.3333,0.0158,0.0169,626.229,0.0157,1.882,313.1145,1.7965,1839.5037,689.0396,0.0028,0.0534,647.1958,0.0087,-0.0043,
1697,1704937.867,3931881.492,50.3333,14.8399,8.8502,2.0826,37.9066,8.5456,-0.0126,13.3494,1.2383,3.6667,0.0055,0.0155,398.2599,0.0397,2.9948,199.1299,2.8248,1705.7983,174.2373,0.0062,0.0546,600.7219,0.0221,-0.0253,
1698,1729371.376,3932116.498,97,24.779,8.8423,0.528,24.1324,6.2314,-0.0102,10.8468,7.5778,21.3333,-0.0052,0.0036,397.9024,0.0206,2.9975,198.9512,2.8273,1085.9571,335.4829,0.0019,0.0748,488.1081,0.0115,-0.0203,
1699,1715247.252,3932158.752,132,52.4277,9.5167,2.3426,36.0904,6.1987,-0.0017,10.7136,7.7436,25,0.0078,0.0114,428.2531,0.0152,2.7816,214.1266,2.627,1624.0671,491.047,0.0017,0.0752,482.1116,0.0084,-0.0033,
1700,1720138.002,3932004.497,138.3333,37.1513,14.2237,2.2697,45.3613,10.8725,-0.0002,13.008,7.5907,15,0.0127,0.0092,640.0684,0.0145,1.8396,320.0342,1.7576,2041.2564,764.7695,0.0026,0.0429,585.361,0.008,-0.0004,
1701,1721741.247,3932174.002,143,17.6635,13.4862,0.2383,45.3617,9.8188,-0.0017,9.8829,15.0764,30.6667,-0.0001,0.0014,606.8809,0.014,1.9444,303.4404,1.8537,2041.2778,750.3592,0.0014,0.0475,444.7325,0.0078,-0.0034,
1702,1725411.5,3932146.998,97.6667,25.85,11.4234,0.9888,42.4324,8.2828,-0.0045,13.8679,10.7794,20.3333,0.005,0.007,514.0546,0.0205,2.3078,257.0273,2.1885,1909.4586,435.2331,0.0019,0.0563,624.0565,0.0114,-0.009,
1703,1733483.498,3932308.252,132,52.7826,12.3156,2.8847,38.9496,8.352,-0.0025,10.8498,11.9634,28.3333,0.0062,0.0066,554.2004,0.0152,2.1359,277.1002,2.03,1752.7311,633.4885,0.0013,0.0558,488.2388,0.0084,-0.0049,
1704,1735600.539,3932166.852,278.6667,98.7567,16.701,2.0867,53.2645,11.7768,0.008,16.2049,15.2471,42.6667,0.0135,0.0041,751.5467,0.0072,1.5542,375.7733,1.4969,2396.902,1801.8592,0.0009,0.0396,729.219,0.004,0.0159,
1705,1736981.068,3931932.435,174.6667,60.802,20.8628,2.7159,50.0871,12.4539,0.0246,15.4316,26.1496,16.3333,0.0472,0.0259,938.8262,0.0115,1.2235,469.4131,1.1983,2253.9183,1399.5966,0.0025,0.0374,694.4237,0.0064,0.0493,
1706,1702345.378,3931849.756,164.3333,18.3727,16.6817,2.7566,47.7848,11.1437,0.0281,12.7845,20.0874,16,0.0533,0.0179,750.6754,0.0122,1.5561,375.3377,1.4987,2150.3158,1061.3828,0.0024,0.0418,575.3011,0.0068,0.0562,
1707,1701833.621,3931859.504,102.3333,47.0059,13.3754,2.3115,37.6172,7.6951,0.0141,12.686,14.3785,14.3333,0.035,0.0148,601.8947,0.0195,1.9611,300.9474,1.8691,1692.7746,532.6393,0.0029,0.0606,570.8705,0.0109,0.0282,
1708,1715629.372,3932233.002,155.3333,60.3895,10.4743,0.38,36.346,7.3646,-0.001,12.7945,10.9453,29.6667,0.0002,0.0015,471.3436,0.0129,2.5223,235.6718,2.3868,1635.5708,635.3718,0.0015,0.0633,575.7505,0.0072,-0.002,
1709,1727906.753,3931990.747,111.6667,50.4271,10.5926,0.8484,36.3146,8.4246,0.0067,9.6929,10.7648,18.6667,0.0217,0.0107,476.6692,0.0179,2.4935,238.3346,2.3601,1634.1563,461.8609,0.0021,0.0554,436.1784,0.01,0.0134,
1710,1730698.37,3931857.5,107,23.2522,15.2285,1.9902,37.7322,8.2959,-0.0059,16.0777,9.3295,10.3333,0.0102,0.0141,685.2832,0.0187,1.7129,342.6416,1.6417,1697.95,632.3767,0.004,0.0562,723.4955,0.0104,-0.0117,
1711,1733358.626,3931945.25,111,32.1351,15.5994,2.3119,41.5182,10.0068,-0.0197,17.3194,14.5049,22.6667,-0.0171,0.0031,701.9722,0.018,1.6702,350.9861,1.6026,1868.3191,671.6013,0.002,0.0466,779.3749,0.01,-0.0393,
1712,1702943.753,3931791.244,128.3333,43.0529,21.5326,5.3714,51.5588,13.443,-0.0012,20.4713,17.29,7.6667,0.0193,0.0173,968.9656,0.0156,1.1818,484.4828,1.161,2320.1458,1059.7992,0.0043,0.0347,921.2074,0.0087,-0.0025,
1713,1722637,3931823.245,77.6667,16.9967,12.7446,0.4311,36.5988,7.7668,0.0038,16.2486,11.511,7.3333,0.0347,0.0229,573.5059,0.0258,2.0617,286.753,1.9616,1646.9463,385.5074,0.004,0.06,731.187,0.0143,0.0075,
1714,1683023.373,3931769.003,119,31.5066,14.2537,1.4077,29.7998,6.9781,-0.0103,15.5629,13.687,20.3333,-0.0037,0.0047,641.4177,0.0168,1.8356,320.7089,1.7539,1340.99,659.2443,0.002,0.0668,700.3286,0.0093,-0.0205,
1715,1695129.004,3931940.25,116.3333,30.8797,12.1235,1.0262,40.6283,8.3573,-0.0131,12.2495,9.5237,18.6667,-0.0016,0.0087,545.557,0.0172,2.1708,272.7785,2.0621,1828.2722,549.7258,0.002,0.0558,551.2279,0.0096,-0.0263,
